         2636495 function calls (2508677 primitive calls) in 34.254 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/polytools.py:4393(PurePoly)
        4    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/getlimits.py:25(_fr1)
        3    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/operations.py:108(_from_args)
        8    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/_pytree.py:692(_get_node_type)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/api.py:125(_update_debug_special_global)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/matrices/normalforms.py:1(<module>)
       24    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1803(__eq__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/gymnasium/envs/registration.py:126(__post_init__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/_ufunc_config.py:459(__call__)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/logging/__init__.py:957(createLock)
        2    0.000    0.000    0.000    0.000 <frozen os>:719(__setitem__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/polyclasses.py:2785(ANP)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/calculus/calculus.py:1(<module>)
       13    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/profile_muzero.py:33(__enter__)
       66    0.000    0.000    0.000    0.000 {built-in method fromhex}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/custom_transpose.py:69(custom_transpose)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/matrices/eigen_symmetric.py:1(<module>)
       81    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/_distutils_hack/__init__.py:108(<lambda>)
       56    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/jit/_builtins.py:148(_get_builtin_table)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/opt_einsum/backends/torch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_rectangle.py:12(Rectangle)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/utils.py:3685(CompileTimeInstructionCounter)
       81    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:840(<genexpr>)
       43    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/multipledispatch/dispatcher.py:120(register)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/version.py:151(_version_as_tuple)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/custom_derivatives.py:97(custom_jvp)
        5    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/assumptions/assume.py:305(__new__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/filelock/_api.py:142(BaseFileLock)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_weights_only_unpickler.py:89(_add_safe_globals)
        9    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/_config_module.py:565(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/builder.py:500(_id_dispatch)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1127(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/inverse.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/libmp/libmpf.py:59(prec_to_dps)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/interpreters/pxla.py:1117(PmapExecutable)
        2    0.000    0.000    0.000    0.000 {method 'reciprocal' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_logical_location.py:12(LogicalLocation)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/expressions/matadd.py:19(MatAdd)
      101    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/version.py:152(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/config.py:1604(_update_all_transfer_guard_global)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_artifact_location.py:12(ArtifactLocation)
       10    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_ops.py:699(_opname)
        1    0.000    0.000    0.000    0.000 {method '__and__' of 'torch._C.TensorBase' objects}
       12    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/domains/domain.py:403(convert)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/utils.py:162(ReinplaceCounters)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/glob.py:152(_iterdir)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_location.py:19(Location)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/mlir/dialects/_stablehlo_ops_gen.py:1662(CustomCallOp)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/custom_batching.py:50(custom_vmap)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_version_control_details.py:15(VersionControlDetails)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/torch_function.py:202(TorchFunctionModeStackStateManager)
       26    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/getlimits.py:708(min)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:422(_has_coroutine_mark)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_graph_traversal.py:16(GraphTraversal)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/polyfills/pytree.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'bitwise_or' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1665(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 {method '__rshift__' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/domains/modularinteger.py:15(ModularInteger)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/colorama/win32.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/clusters/cluster.py:36(__init_subclass__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/printing/numpy.py:35(NumPyPrinter)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/_sympy/printers.py:119(PythonPrinter)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/_sympy/printers.py:14(ExprPrinter)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_suppression.py:12(Suppression)
        7    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/core.py:1563(concretization_function_error)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/domains/mpelements.py:94(_make_tol)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_result_provenance.py:15(ResultProvenance)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/lax/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/prng.py:330(KeyTyRules)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/higher_order_ops.py:776(CondHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/concrete/gosper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_decomp/decompositions_for_rng.py:110(PhiloxStateTracker)
        7    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/ml_dtypes/_finfo.py:158(float_to_str)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/interpreters/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/_ordered_set.py:26(OrderedSet)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/expressions/matexpr.py:81(__new__)
       24    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/logging/__init__.py:1301(__init__)
        6    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/deprecations.py:49(getattr)
        2    0.000    0.000    0.000    0.000 {method 'bitwise_xor' of 'torch._C.TensorBase' objects}
       23    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/util.py:619(set_module)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/profiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_node.py:17(Node)
       14    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/multipledispatch/dispatcher.py:113(__init__)
        4    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/xla_bridge.py:206(register_backend_factory)
       57    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/mlir/ir.py:16(register_attribute_builder)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/profiler.py:386(PGLEProfiler)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_message.py:12(Message)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/facts.py:95(deduce_alpha_implications)
       39    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/ctx_mp.py:58(MPContext)
        1    0.000    0.000    0.000    0.000 {method 'pow_' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/expressions/matexpr.py:597(MatrixElement)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/geometry/ellipse.py:40(Ellipse)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/tensor/array/ndim_array.py:86(NDimArray)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/functools.py:864(_is_union_type)
        1    0.000    0.000    0.000    0.000 {method 'div' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/tensor/parallel/fsdp.py:317(DTensorExtensions)
       19    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_library/utils.py:99(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/lax/utils.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py:199(__get__)
       10    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/domains/gaussiandomains.py:25(new)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/sharding_impls.py:119(SingleDeviceSharding)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/lib/__init__.py:132(_try_cuda_root_environment_variable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/interpreters/pxla.py:923(PmapComputation)
        7    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/tensor/_sharding_prop.py:81(register_sharding_prop_rule)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/tree_util.py:806(register_pytree_with_keys)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/interpreters/pxla.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_attachment.py:18(Attachment)
       10    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/weakref.py:347(__new__)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:110(_maybe_set_eval_frame)
